text,intent
"Thỉnh thoảng, Đau tức ngực dai dẳng khi gắng sức. Vã mồ hôi lạnh nhiều về đêm. Đau lan hàm hoặc cổ tăng dần 2 tuần gần đây. Phù mắt cá chân dai dẳng 1 tuần nay.",Tim mạch
"Thỉnh thoảng, Lòng bàn tay đỏ vài ngày nay. Bụng to do cổ trướng khi gắng sức. Chảy máu cam dai dẳng khi nghỉ.",Xơ gan hoặc gan có vấn đề
Đau tăng khi vận động khớp tăng dần 2 tuần gần đây. Hạn chế vận động tăng dần gần đây.,Đau lưng và viêm khớp
"Hiện tại, Nôn từng cơn. Tiểu đêm nhiều dai dẳng vài ngày nay. Mệt mỏi nhiều. Da khô và ngứa gần đây. Đau ngực tăng dần.",Suy thận
Mệt mỏi bất thường nhẹ về đêm. Đau lan cánh tay trái tăng dần khi gắng sức. Tim đập nhanh nhẹ 2 tuần gần đây. Ngất dai dẳng về đêm. Đau lan hàm hoặc cổ từng cơn gần đây.,Tim mạch
Ớn lạnh nhẹ vài ngày nay. Buồn nôn tăng dần gần đây. Nôn nhẹ khi nghỉ. Đau lan xuống háng dai dẳng về đêm. Nước tiểu có mùi hôi tăng dần khi gắng sức.,Sỏi thận
"Hiện tại, Sưng quanh hậu môn nhiều về đêm. Sa búi trĩ tăng dần về đêm.",Trĩ
Ho có đờm dai dẳng 1 tuần nay. Ớn lạnh nhiều. Sốt dai dẳng 1 tuần nay. Ho từng cơn khi gắng sức.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Cứng khớp buổi sáng vài ngày nay. Sưng khớp nhẹ 2 tuần gần đây. Yếu chân nhẹ. Đau lan xuống mông hoặc chân nhiều khi nghỉ.",Đau lưng và viêm khớp
Mụn nước phồng rộp vài ngày nay. Da nứt nẻ gần đây. Ngứa dữ dội dai dẳng về đêm. Da dày lên theo mảng 2 tuần gần đây.,Viêm da tiếp xúc
Ớn lạnh dai dẳng. Nước tiểu có mùi hôi tăng dần khi gắng sức. Tiểu gấp tăng dần vài ngày nay.,Sỏi thận
"Gần đây, Khó thở tăng dần vài ngày nay. Nặng ngực nhiều 2 tuần gần đây. Hồi hộp đánh trống ngực nhiều vài ngày nay. Đau lan cánh tay trái dai dẳng 1 tuần nay.",Tim mạch
Đau lan cánh tay trái nhiều gần đây. Ho khan dai dẳng tăng dần khi gắng sức. Tim đập nhanh tăng dần 2 tuần gần đây.,Tim mạch
"Hiện tại, Giảm khi nghỉ ngơi nhiều. Sưng nhức khớp cổ tay nhiều gần đây. Yếu chân khi gắng sức. Đau lan xuống mông hoặc chân từng cơn 2 tuần gần đây.",Đau lưng và viêm khớp
Da nứt nẻ nhẹ gần đây. Ban đỏ giới hạn vùng tiếp xúc tăng dần 2 tuần gần đây. Da dày lên theo mảng khi gắng sức.,Viêm da tiếp xúc
Chán ăn dai dẳng vài ngày nay. Nấc kéo dài từng cơn vài ngày nay.,Suy thận
Phù mắt cá chân nhẹ 2 tuần gần đây. Chóng mặt từng cơn về đêm.,Tim mạch
"Gần đây, Đau rát hậu môn nhẹ 2 tuần gần đây. Sưng quanh hậu môn khi nghỉ.",Trĩ
Đau tăng khi ngồi lâu tăng dần vài ngày nay. Đau lưng dữ dội tăng dần vài ngày nay.,Đau lưng và viêm khớp
Nôn dai dẳng về đêm. Đau lan xuống háng nhẹ về đêm.,Sỏi thận
Sưng quanh hậu môn nhiều vài ngày nay. Cảm giác cộm vướng từng cơn khi gắng sức. Đau khi ngồi lâu tăng dần gần đây. Sa búi trĩ nhiều 2 tuần gần đây.,Trĩ
Da rỉ dịch nhẹ 2 tuần gần đây. Rát bỏng da tăng dần khi nghỉ. Cảm giác châm chích dai dẳng về đêm. Vảy da tăng dần khi nghỉ.,Viêm da tiếp xúc
"Khoảng 3 ngày nay, Sưng đau khớp cổ tay nhẹ 2 tuần gần đây. Yếu chân nhẹ. Cứng khớp buổi sáng khi gắng sức.",Đau lưng và viêm khớp
"Gần đây, Dịch nhầy quanh hậu môn tăng dần 2 tuần gần đây. Chảy máu khi đi tiêu dai dẳng khi gắng sức. Ngứa quanh hậu môn. Sa búi trĩ nhẹ về đêm. Đau khi ngồi lâu nhẹ 2 tuần gần đây.",Trĩ
Khó thở khi gắng sức. Ớn lạnh dai dẳng 1 tuần nay. Da khô và ngứa dai dẳng 2 tuần gần đây. Chuột rút cơ nhiều 2 tuần gần đây.,Suy thận
Cảm giác cộm vướng tăng dần về đêm. Sưng quanh hậu môn nhẹ khi nghỉ. Đau rát hậu môn dai dẳng.,Trĩ
"Khoảng 2 tuần, Nghẹt mũi từng cơn vài ngày nay. Ho tăng dần gần đây. Đổ mồ hôi nhẹ khi gắng sức. Ớn lạnh từng cơn 2 tuần gần đây. Mệt mỏi dai dẳng khi gắng sức.",Cảm cúm hoặc cảm lạnh
Vã mồ hôi lạnh nhiều khi gắng sức. Đau lan hàm hoặc cổ tăng dần 2 tuần gần đây. Hồi hộp đánh trống ngực dai dẳng gần đây. Khó thở nhiều gần đây.,Tim mạch
Da dày lên theo mảng nhiều 2 tuần gần đây. Ngứa dữ dội từng cơn khi gắng sức.,Viêm da tiếp xúc
Mệt mỏi tăng dần gần đây. Buồn nôn nhẹ 1 tuần nay. Nước tiểu sẫm màu dai dẳng khi gắng sức.,Xơ gan hoặc gan có vấn đề
Rát bỏng da 2 tuần gần đây. Da nứt nẻ tăng dần về đêm. Ngứa dữ dội từng cơn vài ngày nay. Mụn nước phồng rộp nhẹ 1 tuần nay. Ban đỏ giới hạn vùng tiếp xúc tăng dần 2 tuần gần đây.,Viêm da tiếp xúc
Đau lan hàm hoặc cổ gần đây. Nặng ngực. Ngất từng cơn vài ngày nay.,Tim mạch
Ngứa dữ dội nhiều gần đây. Mụn nước phồng rộp nhẹ vài ngày nay. Da sưng nề tăng dần khi nghỉ. Vảy da tăng dần về đêm.,Viêm da tiếp xúc
Cảm giác cộm vướng tăng dần. Đau rát hậu môn nhẹ.,Trĩ
"Hiện tại, Khát về đêm dai dẳng 2 tuần gần đây. Tê bì tay chân từng cơn gần đây.",Tiểu đường
"Khoảng 1 tháng, Sốt nhẹ nhẹ. Sốt tăng dần về đêm.",Cảm cúm hoặc cảm lạnh
Ho dai dẳng 1 tuần nay. Đau cơ nhẹ khi nghỉ. Nhức mỏi toàn thân dai dẳng khi nghỉ. Đổ mồ hôi dai dẳng 2 tuần gần đây. Sốt cao nhẹ vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Gần đây, Phù mắt cá tăng dần gần đây. Ngứa dai dẳng từng cơn vài ngày nay.",Suy thận
Nặng ngực tăng dần 2 tuần gần đây. Đau lan hàm hoặc cổ gần đây.,Tim mạch
Phù mắt cá tăng dần khi nghỉ. Cơ giật nhiều khi gắng sức. Tiểu đêm nhiều từng cơn.,Suy thận
Chán ăn nhẹ vài ngày nay. Buồn nôn từng cơn khi nghỉ. Tiểu nhiều bất thường nhiều vài ngày nay. Khó thở khi nghỉ. Tiểu đêm nhiều từng cơn 1 tuần nay.,Suy thận
Sưng đau khớp gối nhẹ khi gắng sức. Giảm khi nghỉ ngơi tăng dần.,Đau lưng và viêm khớp
Ngứa dữ dội nhiều 2 tuần gần đây. Cảm giác châm chích nhẹ gần đây. Da sưng nề nhiều về đêm. Da rỉ dịch dai dẳng khi gắng sức.,Viêm da tiếp xúc
Đau tăng từng cơn về đêm. Tiểu gấp từng cơn 2 tuần gần đây. Đau rát khi đi tiểu 2 tuần gần đây. Ớn lạnh nhẹ khi nghỉ. Tiểu ra máu nhiều khi nghỉ.,Sỏi thận
Tiểu ra máu gần đây. Nước tiểu có mùi hôi nhẹ khi gắng sức.,Sỏi thận
Hồi hộp đánh trống ngực tăng dần. Tim đập nhanh nhẹ khi gắng sức.,Tim mạch
"Gần đây, Đau tăng khi vận động khớp từng cơn 2 tuần gần đây. Đau lưng dữ dội tăng dần khi gắng sức. Đau lan xuống mông hoặc chân tăng dần khi nghỉ. Yếu chân dai dẳng vài ngày nay. Cứng lưng buổi sáng 1 tuần nay.",Đau lưng và viêm khớp
Khô miệng nhẹ về đêm. Nhìn mờ về đêm.,Tiểu đường
"Hiện tại, Nước tiểu đục 2 tuần gần đây. Tiểu ra máu nhẹ khi gắng sức.",Sỏi thận
Ho khan nhiều khi gắng sức. Đau họng từng cơn khi nghỉ. Ho có đờm tăng dần. Nhức mỏi toàn thân tăng dần khi nghỉ.,Cảm cúm hoặc cảm lạnh
Đau quặn hông lưng nhẹ về đêm. Đau rát khi đi tiểu nhẹ. Đau lan xuống háng dai dẳng khi gắng sức.,Sỏi thận
Ban đỏ giới hạn vùng tiếp xúc gần đây. Da sưng nề nhiều.,Viêm da tiếp xúc
Nôn nhẹ khi nghỉ. Buồn nôn 2 tuần gần đây.,Sỏi thận
Cơ giật từng cơn vài ngày nay. Hoa mắt hoa mắt nhiều vài ngày nay. Hơi thở có mùi hôi về đêm.,Suy thận
"Thỉnh thoảng, Sụt cân khi gắng sức. Rối loạn giấc ngủ dai dẳng về đêm. Chảy máu cam dai dẳng khi gắng sức.",Xơ gan hoặc gan có vấn đề
Khó thở từng cơn gần đây. Ho khan dai dẳng từng cơn 2 tuần gần đây.,Tim mạch
"Thỉnh thoảng, Chảy nước mũi nhẹ. Nghẹt mũi nhẹ.",Cảm cúm hoặc cảm lạnh
Vết thương lâu lành 1 tuần nay. Nhiễm trùng da tái phát tăng dần khi nghỉ. Khô miệng dai dẳng 1 tuần nay.,Tiểu đường
"Gần đây, Nôn từng cơn 2 tuần gần đây. Đau tăng từng cơn nhẹ 2 tuần gần đây. Sốt nhẹ khi nghỉ.",Sỏi thận
"Thỉnh thoảng, Phù chân từng cơn 1 tuần nay. Vàng da vàng mắt 1 tuần nay. Chán ăn 2 tuần gần đây.",Xơ gan hoặc gan có vấn đề
"Khoảng 1 tuần nay, Đau rát khi đi tiểu nhẹ khi nghỉ. Nôn dai dẳng khi nghỉ.",Sỏi thận
Cứng lưng buổi sáng dai dẳng. Yếu chân nhẹ về đêm. Đau tăng khi nâng vật nặng nhẹ 2 tuần gần đây. Đau lưng dữ dội nhiều gần đây.,Đau lưng và viêm khớp
"Thỉnh thoảng, Đau quặn hông lưng dai dẳng về đêm. Sốt nhẹ 1 tuần nay. Tiểu ra máu từng cơn khi gắng sức. Đau rát khi đi tiểu từng cơn gần đây.",Sỏi thận
Sa búi trĩ dai dẳng 2 tuần gần đây. Cảm giác cộm vướng gần đây. Sưng quanh hậu môn nhiều khi gắng sức.,Trĩ
Nước tiểu sẫm màu dai dẳng vài ngày nay. Ngứa da nhẹ gần đây. Phân bạc màu nhẹ vài ngày nay.,Xơ gan hoặc gan có vấn đề
Đau lưng âm ỉ nhiều 1 tuần nay. Đau lưng dữ dội 2 tuần gần đây.,Đau lưng và viêm khớp
Tăng huyết áp khó kiểm soát từng cơn 1 tuần nay. Tiểu ít dai dẳng khi gắng sức. Phù mắt cá nhiều vài ngày nay. Phù chân từng cơn gần đây.,Suy thận
Hồi hộp đánh trống ngực nhiều vài ngày nay. Nhịp tim không đều nhiều 2 tuần gần đây.,Tim mạch
Da khô và ngứa gần đây. Nước tiểu có bọt nhẹ khi gắng sức. Khó thở tăng dần 1 tuần nay. Chán ăn tăng dần khi gắng sức.,Suy thận
Buồn nôn tăng dần gần đây. Sao mạch trên da từng cơn. Nước tiểu sẫm màu gần đây. Rối loạn giấc ngủ dai dẳng khi gắng sức.,Xơ gan hoặc gan có vấn đề
Đói và mệt mỏi nhẹ khi gắng sức. Nhiễm trùng da tái phát nhiều gần đây. Khát về đêm. Cảm giác kiến bò ở bàn chân nhẹ gần đây.,Tiểu đường
Đau lan xuống háng từng cơn về đêm. Ớn lạnh gần đây. Nước tiểu có mùi hôi dai dẳng 2 tuần gần đây.,Sỏi thận
"Gần đây, Nhiễm trùng da tái phát tăng dần gần đây. Khô miệng tăng dần khi gắng sức.",Tiểu đường
Tiểu gấp nhiều 1 tuần nay. Đau rát khi đi tiểu nhiều gần đây.,Sỏi thận
Sa búi trĩ nhiều vài ngày nay. Đau khi ngồi lâu nhiều 2 tuần gần đây. Sưng quanh hậu môn nhẹ 2 tuần gần đây.,Trĩ
Đau lan xuống háng nhiều về đêm. Ớn lạnh nhiều. Sốt dai dẳng về đêm. Đau quặn hông lưng nhiều khi nghỉ.,Sỏi thận
"Khoảng vài hôm, Chuột rút từng cơn về đêm. Vết thương lâu lành nhẹ về đêm.",Tiểu đường
Mệt mỏi từng cơn khi gắng sức. Chảy máu cam gần đây. Lòng bàn tay đỏ nhẹ gần đây.,Xơ gan hoặc gan có vấn đề
Ớn lạnh khi nghỉ. Sổ mũi nhiều khi gắng sức.,Cảm cúm hoặc cảm lạnh
Buồn nôn nhẹ gần đây. Vàng da vàng mắt khi nghỉ. Phù chân từng cơn vài ngày nay. Mệt mỏi. Ngứa da dai dẳng vài ngày nay.,Xơ gan hoặc gan có vấn đề
Mệt mỏi tăng dần về đêm. Ho khan tăng dần. Sốt cao nhẹ về đêm.,Cảm cúm hoặc cảm lạnh
Đau rát hậu môn nhẹ 2 tuần gần đây. Sa búi trĩ dai dẳng khi nghỉ. Sưng quanh hậu môn dai dẳng 2 tuần gần đây. Ngứa quanh hậu môn nhẹ khi gắng sức.,Trĩ
"Thỉnh thoảng, Đau tăng khi ngồi lâu dai dẳng về đêm. Đau tăng khi vận động khớp từng cơn khi gắng sức. Tê bì chân nhiều khi gắng sức. Nóng đỏ khớp nhiều 1 tuần nay. Đau lưng âm ỉ về đêm.",Đau lưng và viêm khớp
Sưng đau khớp gối nhiều khi nghỉ. Đau tăng khi nâng vật nặng nhiều khi nghỉ. Đau lưng dữ dội nhẹ về đêm. Tê bì chân nhiều khi nghỉ.,Đau lưng và viêm khớp
Phù mặt nhẹ về đêm. Căng tức khi đi tiểu dai dẳng 1 tuần nay. Ngứa dai dẳng nhiều 2 tuần gần đây. Phù mắt cá nhiều khi nghỉ.,Suy thận
Nhiễm trùng da tái phát gần đây. Giảm cân không chủ ý tăng dần 1 tuần nay. Hơi thở mùi trái cây về đêm. Nhìn mờ dai dẳng 2 tuần gần đây. Khát nước liên tục nhiều về đêm.,Tiểu đường
Bụng to do cổ trướng từng cơn khi nghỉ. Buồn nôn dai dẳng vài ngày nay. Chảy máu cam dai dẳng 1 tuần nay. Sao mạch trên da dai dẳng gần đây. Nước tiểu sẫm màu dai dẳng.,Xơ gan hoặc gan có vấn đề
Lòng bàn tay đỏ nhiều khi gắng sức. Sụt cân nhiều gần đây. Bầm tím dễ dàng nhẹ khi gắng sức.,Xơ gan hoặc gan có vấn đề
Khát nước liên tục nhẹ. Giảm cân không chủ ý nhẹ khi gắng sức. Nhiễm trùng da tái phát nhẹ gần đây. Vết thương lâu lành nhiều gần đây. Chuột rút nhẹ gần đây.,Tiểu đường
Chóng mặt nhiều. Khó thở dai dẳng 1 tuần nay. Khò khè khi nằm nhiều về đêm.,Tim mạch
Ngứa dữ dội. Da nứt nẻ tăng dần vài ngày nay. Vảy da nhẹ. Da dày lên theo mảng 1 tuần nay. Da rỉ dịch nhiều 2 tuần gần đây.,Viêm da tiếp xúc
"Hiện tại, Lòng bàn tay đỏ 1 tuần nay. Rối loạn giấc ngủ nhiều vài ngày nay. Buồn nôn nhiều 1 tuần nay. Mệt mỏi 1 tuần nay. Bụng to do cổ trướng 2 tuần gần đây.",Xơ gan hoặc gan có vấn đề
Ngứa da từng cơn 2 tuần gần đây. Vết thương lâu lành nhiều khi gắng sức.,Tiểu đường
Cảm giác kiến bò ở bàn chân nhiều 2 tuần gần đây. Khô miệng nhiều. Đi tiểu nhiều lần nhẹ khi nghỉ. Đói và mệt mỏi dai dẳng khi nghỉ. Vết thương lâu lành nhiều.,Tiểu đường
Đau lan xuống mông hoặc chân tăng dần 2 tuần gần đây. Lạo xạo khi cử động khớp nhiều khi nghỉ.,Đau lưng và viêm khớp
"Khoảng 2 tuần, Khô miệng dai dẳng vài ngày nay. Vết thương lâu lành nhẹ khi nghỉ. Đói và mệt mỏi từng cơn khi nghỉ. Khát về đêm khi nghỉ. Khát nước liên tục dai dẳng 2 tuần gần đây.",Tiểu đường
"Hiện tại, Cảm giác châm chích vài ngày nay. Mụn nước phồng rộp. Da sưng nề dai dẳng.",Viêm da tiếp xúc
Đau rát hậu môn dai dẳng vài ngày nay. Ngứa quanh hậu môn tăng dần. Dịch nhầy quanh hậu môn dai dẳng vài ngày nay.,Trĩ
Chóng mặt từng cơn 2 tuần gần đây. Khò khè khi nằm tăng dần 1 tuần nay. Nặng ngực dai dẳng vài ngày nay.,Tim mạch
Hoa mắt chóng mặt dai dẳng về đêm. Hơi thở có mùi hôi nhiều 1 tuần nay. Buồn nôn gần đây. Nước tiểu có bọt nhiều khi gắng sức. Da khô và ngứa nhiều 2 tuần gần đây.,Suy thận
Cảm giác châm chích dai dẳng vài ngày nay. Mụn nước phồng rộp nhẹ 1 tuần nay. Da nứt nẻ nhẹ vài ngày nay. Ban đỏ giới hạn vùng tiếp xúc dai dẳng 1 tuần nay.,Viêm da tiếp xúc
"Thỉnh thoảng, Tim đập nhanh tăng dần 2 tuần gần đây. Ho khan dai dẳng dai dẳng vài ngày nay. Đau tức ngực nhiều 1 tuần nay.",Tim mạch
"Hiện tại, Ngứa quanh hậu môn nhiều khi gắng sức. Cảm giác cộm vướng khi gắng sức. Đau khi ngồi lâu tăng dần khi nghỉ.",Trĩ
Cảm giác cộm vướng nhiều 2 tuần gần đây. Đau khi ngồi lâu nhiều. Dịch nhầy quanh hậu môn dai dẳng 1 tuần nay.,Trĩ
Đói và mệt mỏi vài ngày nay. Giảm cân không chủ ý gần đây. Nhiễm trùng da tái phát từng cơn về đêm. Hơi thở mùi trái cây dai dẳng khi gắng sức. Nhìn mờ dai dẳng vài ngày nay.,Tiểu đường
"Khoảng 2 tuần, Buồn nôn dai dẳng khi nghỉ. Tiểu gấp từng cơn về đêm. Đau lan xuống háng tăng dần 1 tuần nay. Nước tiểu đục nhiều. Nôn tăng dần khi nghỉ.",Sỏi thận
Phân bạc màu từng cơn 2 tuần gần đây. Chán ăn 2 tuần gần đây. Nước tiểu sẫm màu khi nghỉ. Bụng to do cổ trướng nhẹ gần đây. Sụt cân 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
Đau rát hậu môn 2 tuần gần đây. Ngứa quanh hậu môn gần đây. Dịch nhầy quanh hậu môn nhiều khi nghỉ. Sa búi trĩ tăng dần. Chảy máu khi đi tiêu từng cơn gần đây.,Trĩ
Giảm cân không chủ ý tăng dần 2 tuần gần đây. Chuột rút nhiều khi nghỉ. Hơi thở mùi trái cây nhiều 2 tuần gần đây. Đói và mệt mỏi từng cơn vài ngày nay. Cảm giác kiến bò ở bàn chân dai dẳng khi gắng sức.,Tiểu đường
Cứng khớp buổi sáng từng cơn vài ngày nay. Yếu chân tăng dần 2 tuần gần đây.,Đau lưng và viêm khớp
Khò khè nhẹ 2 tuần gần đây. Sốt cao dai dẳng về đêm.,Cảm cúm hoặc cảm lạnh
Da nứt nẻ gần đây. Vảy da tăng dần 1 tuần nay.,Viêm da tiếp xúc
Nấc kéo dài tăng dần gần đây. Hơi thở có mùi hôi tăng dần 2 tuần gần đây. Rối loạn giấc ngủ nhẹ về đêm. Mệt mỏi nhẹ.,Suy thận
Đói và mệt mỏi nhẹ khi gắng sức. Vết thương lâu lành khi gắng sức.,Tiểu đường
"Hiện tại, Khò khè dai dẳng. Nghẹt mũi từng cơn 1 tuần nay.",Cảm cúm hoặc cảm lạnh
Nhìn mờ dai dẳng khi gắng sức. Chuột rút nhẹ về đêm. Khát nước liên tục tăng dần 2 tuần gần đây. Khát về đêm từng cơn về đêm.,Tiểu đường
"Thỉnh thoảng, Vết thương lâu lành nhiều 1 tuần nay. Khô miệng vài ngày nay. Cảm giác kiến bò ở bàn chân dai dẳng 1 tuần nay. Đi tiểu nhiều lần nhẹ.",Tiểu đường
Chảy máu cam vài ngày nay. Nước tiểu sẫm màu về đêm. Buồn nôn nhiều vài ngày nay. Rối loạn giấc ngủ dai dẳng 1 tuần nay.,Xơ gan hoặc gan có vấn đề
Ho khan dai dẳng dai dẳng 2 tuần gần đây. Phù mắt cá chân.,Tim mạch
Bầm tím dễ dàng dai dẳng khi nghỉ. Đau tức hạ sườn phải tăng dần. Rối loạn giấc ngủ nhiều vài ngày nay. Lòng bàn tay đỏ. Chán ăn từng cơn.,Xơ gan hoặc gan có vấn đề
"Hiện tại, Tê bì chân từng cơn khi nghỉ. Đau tăng khi nâng vật nặng 2 tuần gần đây.",Đau lưng và viêm khớp
"Khoảng 2 tuần, Nước tiểu có mùi hôi tăng dần khi gắng sức. Sốt nhẹ 1 tuần nay. Ớn lạnh nhẹ vài ngày nay. Tiểu ra máu từng cơn gần đây.",Sỏi thận
Hồi hộp đánh trống ngực từng cơn gần đây. Mệt mỏi bất thường nhẹ vài ngày nay.,Tim mạch
Đau tăng khi vận động khớp nhiều. Hạn chế vận động.,Đau lưng và viêm khớp
Lòng bàn tay đỏ tăng dần gần đây. Vàng da vàng mắt dai dẳng.,Xơ gan hoặc gan có vấn đề
"Hiện tại, Đau tăng khi vận động khớp tăng dần gần đây. Yếu chân từng cơn 2 tuần gần đây. Sưng đau nhức khớp gối nhiều gần đây.",Đau lưng và viêm khớp
Cảm giác kiến bò ở bàn chân nhiều về đêm. Chuột rút dai dẳng 2 tuần gần đây. Nhiễm trùng da tái phát từng cơn vài ngày nay. Hơi thở mùi trái cây khi gắng sức. Khát nước liên tục tăng dần gần đây.,Tiểu đường
"Hiện tại, Giảm khi nghỉ ngơi dai dẳng gần đây. Sưng đau khớp cổ tay dai dẳng 1 tuần nay. Cứng khớp buổi sáng nhẹ khi gắng sức.",Đau lưng và viêm khớp
Chảy nước mũi tăng dần về đêm. Đổ mồ hôi từng cơn 1 tuần nay. Ho khan 1 tuần nay. Viêm họng nhiều khi gắng sức.,Cảm cúm hoặc cảm lạnh
Vết thương lâu lành nhiều 2 tuần gần đây. Giảm cân không chủ ý 2 tuần gần đây. Khát nước liên tục gần đây. Đi tiểu nhiều lần nhiều.,Tiểu đường
Phù chân dai dẳng vài ngày nay. Phù mặt dai dẳng gần đây.,Suy thận
Da sưng nề. Cảm giác châm chích nhẹ 2 tuần gần đây.,Viêm da tiếp xúc
Bụng to do cổ trướng nhẹ về đêm. Chảy máu cam nhiều gần đây. Sao mạch trên da từng cơn gần đây. Phù chân nhẹ 1 tuần nay.,Xơ gan hoặc gan có vấn đề
Da rỉ dịch từng cơn khi nghỉ. Mụn nước phồng rộp 1 tuần nay. Rát bỏng da dai dẳng 2 tuần gần đây. Da dày lên theo mảng nhiều 1 tuần nay. Vảy da dai dẳng khi nghỉ.,Viêm da tiếp xúc
"Hiện tại, Tiểu gấp về đêm. Ớn lạnh nhẹ về đêm. Đau lan xuống háng dai dẳng gần đây.",Sỏi thận
Chuột rút cơ từng cơn. Rối loạn giấc ngủ tăng dần 1 tuần nay. Hoa mắt chóng mặt dai dẳng khi nghỉ. Tiểu nhiều bất thường vài ngày nay.,Suy thận
"Hiện tại, Đau cơ nhiều 1 tuần nay. Khò khè dai dẳng khi gắng sức. Nghẹt mũi tăng dần 1 tuần nay. Đau đầu khi nghỉ.",Cảm cúm hoặc cảm lạnh
Đau tăng khi vận động khớp nhiều 2 tuần gần đây. Yếu chân về đêm. Tê bì chân dai dẳng khi gắng sức. Đau lan xuống mông hoặc chân tăng dần.,Đau lưng và viêm khớp
Đói và mệt mỏi từng cơn khi gắng sức. Khát về đêm nhẹ khi nghỉ. Đi tiểu nhiều lần nhiều 2 tuần gần đây. Vết thương lâu lành từng cơn khi gắng sức. Cảm giác kiến bò ở bàn chân nhẹ gần đây.,Tiểu đường
Vết thương lâu lành nhiều khi gắng sức. Hơi thở mùi trái cây dai dẳng 2 tuần gần đây. Khát nước liên tục dai dẳng về đêm. Cảm giác kiến bò ở bàn chân nhiều.,Tiểu đường
Mụn nước phồng rộp tăng dần khi gắng sức. Da rỉ dịch tăng dần 1 tuần nay. Vảy da 2 tuần gần đây. Rát bỏng da nhẹ khi nghỉ. Ban đỏ giới hạn vùng tiếp xúc từng cơn khi gắng sức.,Viêm da tiếp xúc
"Thỉnh thoảng, Da sưng nề nhiều vài ngày nay. Ban đỏ giới hạn vùng tiếp xúc nhiều khi nghỉ. Rát bỏng da dai dẳng về đêm. Da dày lên theo mảng tăng dần.",Viêm da tiếp xúc
Đau tăng từng cơn tăng dần về đêm. Tiểu buốt dai dẳng 1 tuần nay. Sốt 1 tuần nay. Ớn lạnh 2 tuần gần đây.,Sỏi thận
Đau tức ngực tăng dần vài ngày nay. Khó thở về đêm. Hồi hộp đánh trống ngực nhiều khi nghỉ. Đau lan cánh tay trái nhẹ 2 tuần gần đây.,Tim mạch
"Thỉnh thoảng, Da sưng nề nhiều 1 tuần nay. Ban đỏ giới hạn vùng tiếp xúc 1 tuần nay. Cảm giác châm chích tăng dần 1 tuần nay. Vảy da từng cơn vài ngày nay.",Viêm da tiếp xúc
Đau lưng dữ dội 1 tuần nay. Đau lan xuống mông hoặc chân từng cơn 1 tuần nay.,Đau lưng và viêm khớp
"Gần đây, Nôn nhẹ 1 tuần nay. Đau lan xuống háng nhẹ gần đây. Đau rát khi đi tiểu nhiều gần đây. Tiểu buốt nhẹ 1 tuần nay. Tiểu ra máu tăng dần 2 tuần gần đây.",Sỏi thận
"Thỉnh thoảng, Tim đập nhanh tăng dần khi nghỉ. Nặng ngực dai dẳng vài ngày nay. Ngất.",Tim mạch
Tiểu ra máu nhiều. Tiểu gấp tăng dần khi nghỉ. Buồn nôn nhiều vài ngày nay. Nước tiểu đục nhiều gần đây.,Sỏi thận
Yếu chân tăng dần gần đây. Lạo xạo khi cử động khớp.,Đau lưng và viêm khớp
Đau khi ngồi lâu dai dẳng. Ngứa quanh hậu môn dai dẳng khi gắng sức.,Trĩ
"Khoảng 3 ngày nay, Nhịp tim không đều dai dẳng gần đây. Ho khan dai dẳng từng cơn vài ngày nay.",Tim mạch
"Gần đây, Đau tăng từng cơn nhiều về đêm. Đau rát khi đi tiểu dai dẳng gần đây. Tiểu gấp nhẹ gần đây.",Sỏi thận
Nôn từng cơn khi gắng sức. Chuột rút cơ nhiều. Đau ngực tăng dần khi nghỉ. Hoa mắt hoa mắt từng cơn.,Suy thận
Vảy da khi gắng sức. Ngứa dữ dội nhiều về đêm.,Viêm da tiếp xúc
Rối loạn giấc ngủ nhẹ. Phù mặt từng cơn về đêm. Ớn lạnh từng cơn gần đây. Da khô và ngứa từng cơn 1 tuần nay. Tiểu đêm nhiều nhiều gần đây.,Suy thận
Đổ mồ hôi nhiều khi gắng sức. Sốt từng cơn về đêm.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Đau khi ngồi lâu nhẹ khi gắng sức. Sa búi trĩ dai dẳng về đêm. Dịch nhầy quanh hậu môn từng cơn 1 tuần nay. Cảm giác cộm vướng tăng dần 1 tuần nay. Chảy máu khi đi tiêu từng cơn khi nghỉ.",Trĩ
"Hiện tại, Đau họng khi gắng sức. Nghẹt mũi tăng dần 2 tuần gần đây. Ho có đờm nhiều gần đây. Sổ mũi nhẹ. Nhức mỏi toàn thân nhiều khi gắng sức.",Cảm cúm hoặc cảm lạnh
"Khoảng 3 ngày nay, Đau khi ngồi lâu dai dẳng. Sa búi trĩ dai dẳng 1 tuần nay. Đau rát hậu môn nhiều vài ngày nay. Dịch nhầy quanh hậu môn nhiều về đêm. Sưng quanh hậu môn từng cơn 2 tuần gần đây.",Trĩ
"Hiện tại, Bụng to do cổ trướng 2 tuần gần đây. Phù chân dai dẳng 1 tuần nay. Mệt mỏi khi gắng sức.",Xơ gan hoặc gan có vấn đề
